prompt_id,use_case,difficulty,rows,failed_rows,failure_rate,avg_failure_count,high_latency_count,possible_truncations,empty_answers
document_understanding_hard_09,document_understanding,hard,6,0,0.0,0.0,0,0,0
document_understanding_hard_10,document_understanding,hard,6,6,1.0,1.5,3,6,0
document_understanding_hard_11,document_understanding,hard,6,0,0.0,0.0,0,0,0
document_understanding_hard_12,document_understanding,hard,6,4,0.6666666666666666,0.8333333333333334,0,1,0
document_understanding_hard_13,document_understanding,hard,6,4,0.6666666666666666,0.8333333333333334,0,3,0
document_understanding_hard_14,document_understanding,hard,6,3,0.5,0.5,0,3,0
document_understanding_hard_15,document_understanding,hard,6,3,0.5,0.5,0,3,0
document_understanding_hard_16,document_understanding,hard,6,6,1.0,1.0,0,0,0
document_understanding_hard_17,document_understanding,hard,6,2,0.3333333333333333,0.3333333333333333,0,1,0
document_understanding_hard_18,document_understanding,hard,6,6,1.0,1.0,0,0,0
document_understanding_hard_19,document_understanding,hard,6,3,0.5,1.0,3,3,0
document_understanding_hard_20,document_understanding,hard,6,4,0.6666666666666666,1.0,2,4,0
document_understanding_medium_01,document_understanding,medium,6,3,0.5,0.8333333333333334,2,3,0
document_understanding_medium_02,document_understanding,medium,6,0,0.0,0.0,0,0,0
document_understanding_medium_03,document_understanding,medium,6,0,0.0,0.0,0,0,0
document_understanding_medium_04,document_understanding,medium,6,6,1.0,1.1666666666666667,0,1,0
document_understanding_medium_05,document_understanding,medium,6,1,0.16666666666666666,0.16666666666666666,0,1,0
document_understanding_medium_06,document_understanding,medium,6,6,1.0,1.0,0,0,0
document_understanding_medium_07,document_understanding,medium,6,1,0.16666666666666666,0.16666666666666666,0,1,0
document_understanding_medium_08,document_understanding,medium,6,3,0.5,1.0,3,3,0
document_understanding_medium_09,document_understanding,medium,6,0,0.0,0.0,0,0,0
document_understanding_medium_10,document_understanding,medium,6,3,0.5,0.6666666666666666,1,3,0
document_understanding_medium_11,document_understanding,medium,6,0,0.0,0.0,0,0,0
document_understanding_medium_12,document_understanding,medium,6,0,0.0,0.0,0,0,0
document_understanding_medium_13,document_understanding,medium,6,0,0.0,0.0,0,0,0
document_understanding_medium_14,document_understanding,medium,6,3,0.5,0.5,0,3,0
document_understanding_medium_15,document_understanding,medium,6,6,1.0,1.1666666666666667,0,1,0
document_understanding_medium_16,document_understanding,medium,6,6,1.0,1.1666666666666667,0,1,0
document_understanding_medium_17,document_understanding,medium,6,0,0.0,0.0,0,0,0
document_understanding_medium_18,document_understanding,medium,6,0,0.0,0.0,0,0,0
document_understanding_medium_19,document_understanding,medium,6,6,1.0,1.0,0,0,0
document_understanding_medium_20,document_understanding,medium,6,0,0.0,0.0,0,0,0
website_generation_easy_01,website_generation,easy,6,6,1.0,1.5,5,4,0
website_generation_easy_02,website_generation,easy,6,4,0.6666666666666666,1.6666666666666667,4,3,1
website_generation_easy_03,website_generation,easy,6,3,0.5,0.5,3,0,0
website_generation_easy_04,website_generation,easy,6,3,0.5,0.8333333333333334,3,2,0
website_generation_easy_05,website_generation,easy,6,6,1.0,1.6666666666666667,6,4,0
website_generation_easy_06,website_generation,easy,6,4,0.6666666666666666,0.6666666666666666,4,0,0
website_generation_easy_07,website_generation,easy,6,3,0.5,1.0,3,3,0
website_generation_easy_08,website_generation,easy,6,4,0.6666666666666666,1.1666666666666667,4,3,0
website_generation_easy_09,website_generation,easy,6,3,0.5,0.6666666666666666,3,1,0
website_generation_easy_10,website_generation,easy,6,5,0.8333333333333334,1.0,5,1,0
website_generation_easy_11,website_generation,easy,6,3,0.5,1.0,3,3,0
website_generation_easy_12,website_generation,easy,6,3,0.5,0.8333333333333334,3,2,0
website_generation_easy_13,website_generation,easy,6,3,0.5,1.0,3,3,0
website_generation_easy_14,website_generation,easy,6,3,0.5,0.6666666666666666,3,1,0
website_generation_easy_15,website_generation,easy,6,4,0.6666666666666666,1.0,4,2,0
website_generation_easy_16,website_generation,easy,6,2,0.3333333333333333,0.5,2,1,0
website_generation_easy_17,website_generation,easy,6,2,0.3333333333333333,0.3333333333333333,2,0,0
website_generation_easy_18,website_generation,easy,6,3,0.5,0.8333333333333334,3,2,0
website_generation_easy_19,website_generation,easy,6,3,0.5,0.6666666666666666,3,1,0
website_generation_easy_20,website_generation,easy,6,4,0.6666666666666666,1.1666666666666667,4,3,0
website_generation_hard_01,website_generation,hard,6,6,1.0,2.1666666666666665,4,6,1
website_generation_hard_02,website_generation,hard,6,6,1.0,1.8333333333333333,5,6,0
website_generation_hard_03,website_generation,hard,6,6,1.0,1.8333333333333333,5,6,0
website_generation_hard_04,website_generation,hard,6,6,1.0,2.0,5,5,1
website_generation_hard_05,website_generation,hard,6,6,1.0,1.8333333333333333,5,6,0
website_generation_hard_06,website_generation,hard,6,6,1.0,1.6666666666666667,5,5,0
website_generation_hard_07,website_generation,hard,6,6,1.0,1.8333333333333333,5,6,0
website_generation_hard_08,website_generation,hard,6,6,1.0,1.8333333333333333,5,6,0
website_generation_hard_09,website_generation,hard,6,5,0.8333333333333334,1.8333333333333333,5,4,1
website_generation_hard_10,website_generation,hard,6,6,1.0,2.0,6,6,0
website_generation_hard_11,website_generation,hard,6,6,1.0,1.8333333333333333,5,6,0
website_generation_hard_12,website_generation,hard,6,6,1.0,1.8333333333333333,5,6,0
website_generation_hard_13,website_generation,hard,6,6,1.0,1.6666666666666667,5,5,0
website_generation_hard_14,website_generation,hard,6,6,1.0,1.6666666666666667,4,6,0
website_generation_hard_15,website_generation,hard,6,6,1.0,2.0,6,6,0
website_generation_hard_16,website_generation,hard,6,6,1.0,1.6666666666666667,5,5,0
website_generation_hard_17,website_generation,hard,6,6,1.0,1.8333333333333333,5,6,0
website_generation_hard_18,website_generation,hard,6,5,0.8333333333333334,1.5,4,5,0
website_generation_hard_19,website_generation,hard,6,6,1.0,1.8333333333333333,5,6,0
website_generation_hard_20,website_generation,hard,6,6,1.0,1.8333333333333333,5,6,0
website_generation_medium_01,website_generation,medium,6,6,1.0,1.8333333333333333,5,6,0
website_generation_medium_02,website_generation,medium,6,4,0.6666666666666666,1.5,4,3,1
website_generation_medium_03,website_generation,medium,6,3,0.5,1.0,3,3,0
website_generation_medium_04,website_generation,medium,6,4,0.6666666666666666,1.0,4,2,0
website_generation_medium_05,website_generation,medium,6,5,0.8333333333333334,1.8333333333333333,5,4,1
website_generation_medium_06,website_generation,medium,6,4,0.6666666666666666,1.3333333333333333,4,4,0
website_generation_medium_07,website_generation,medium,6,5,0.8333333333333334,1.5,4,5,0
website_generation_medium_08,website_generation,medium,6,5,0.8333333333333334,1.5,5,4,0
website_generation_medium_09,website_generation,medium,6,4,0.6666666666666666,1.5,3,4,1
website_generation_medium_10,website_generation,medium,6,5,0.8333333333333334,1.3333333333333333,3,5,0
website_generation_medium_11,website_generation,medium,6,6,1.0,1.8333333333333333,5,6,0
website_generation_medium_12,website_generation,medium,6,4,0.6666666666666666,1.3333333333333333,4,2,1
website_generation_medium_13,website_generation,medium,6,5,0.8333333333333334,1.1666666666666667,5,2,0
website_generation_medium_14,website_generation,medium,6,3,0.5,0.8333333333333334,3,2,0
website_generation_medium_15,website_generation,medium,6,5,0.8333333333333334,1.5,5,4,0
website_generation_medium_16,website_generation,medium,6,3,0.5,0.8333333333333334,3,2,0
website_generation_medium_17,website_generation,medium,6,5,0.8333333333333334,1.3333333333333333,5,3,0
website_generation_medium_18,website_generation,medium,6,5,0.8333333333333334,1.1666666666666667,4,3,0
website_generation_medium_19,website_generation,medium,6,4,0.6666666666666666,1.1666666666666667,4,3,0
website_generation_medium_20,website_generation,medium,6,5,0.8333333333333334,1.3333333333333333,4,4,0
