prompt_id,use_case,difficulty,rows,unique_prompts,total_input_tokens,total_output_tokens,total_tokens,total_input_cost_usd,total_output_cost_usd,total_cost_usd,avg_cost_per_prompt_usd,avg_input_tokens,avg_output_tokens,avg_total_tokens,estimated_cost_per_1000_prompts_usd
customer_support_hard_01,customer_support,hard,6,1,3767,7474,11241,0.0027176,0.025906099999999998,0.028623699999999995,0.0047706166666666655,627.8333333333334,1245.6666666666667,1873.5,4.770616666666665
customer_support_hard_02,customer_support,hard,6,1,3701,6753,10454,0.0026703,0.0225166,0.0251869,0.004197816666666667,616.8333333333334,1125.5,1742.3333333333333,4.197816666666667
customer_support_hard_03,customer_support,hard,6,1,3752,3395,7147,0.0027056,0.0128166,0.0155222,0.0025870333333333335,625.3333333333334,565.8333333333334,1191.1666666666667,2.5870333333333333
customer_support_hard_04,customer_support,hard,6,1,3767,7329,11096,0.0027176,0.028774800000000003,0.031492400000000004,0.005248733333333334,627.8333333333334,1221.5,1849.3333333333333,5.248733333333334
customer_support_hard_05,customer_support,hard,6,1,3724,4689,8413,0.0026847,0.0160248,0.018709499999999997,0.0031182499999999995,620.6666666666666,781.5,1402.1666666666667,3.1182499999999993
customer_support_hard_06,customer_support,hard,6,1,3725,5453,9178,0.0026875,0.0181807,0.0208682,0.0034780333333333333,620.8333333333334,908.8333333333334,1529.6666666666667,3.4780333333333333
customer_support_hard_07,customer_support,hard,6,1,3710,3333,7043,0.0026755,0.011088399999999998,0.013763899999999999,0.002293983333333333,618.3333333333334,555.5,1173.8333333333333,2.293983333333333
customer_support_hard_08,customer_support,hard,6,1,3718,7943,11661,0.0026804,0.0255853,0.028265699999999998,0.004710949999999999,619.6666666666666,1323.8333333333333,1943.5,4.7109499999999995
customer_support_hard_09,customer_support,hard,6,1,3713,3383,7096,0.0026789,0.0117631,0.014442000000000002,0.0024070000000000003,618.8333333333334,563.8333333333334,1182.6666666666667,2.4070000000000005
customer_support_hard_10,customer_support,hard,6,1,3706,5024,8730,0.0026718,0.017253699999999997,0.0199255,0.0033209166666666665,617.6666666666666,837.3333333333334,1455.0,3.3209166666666663
customer_support_hard_11,customer_support,hard,6,1,3736,6639,10375,0.0026958,0.024741700000000002,0.0274375,0.004572916666666667,622.6666666666666,1106.5,1729.1666666666667,4.572916666666667
customer_support_hard_12,customer_support,hard,6,1,3689,2660,6349,0.0026617000000000004,0.0096831,0.0123448,0.0020574666666666667,614.8333333333334,443.3333333333333,1058.1666666666667,2.0574666666666666
customer_support_hard_13,customer_support,hard,6,1,3749,7018,10767,0.0027046999999999996,0.0227879,0.0254926,0.0042487666666666665,624.8333333333334,1169.6666666666667,1794.5,4.248766666666667
customer_support_hard_14,customer_support,hard,6,1,3763,8671,12434,0.0027139,0.0303216,0.033035499999999995,0.005505916666666666,627.1666666666666,1445.1666666666667,2072.3333333333335,5.505916666666666
customer_support_hard_15,customer_support,hard,6,1,3698,4236,7934,0.0026669,0.0150686,0.0177355,0.002955916666666667,616.3333333333334,706.0,1322.3333333333333,2.955916666666667
customer_support_hard_16,customer_support,hard,6,1,3752,3557,7309,0.0027056,0.0139389,0.0166445,0.0027740833333333333,625.3333333333334,592.8333333333334,1218.1666666666667,2.7740833333333335
customer_support_hard_17,customer_support,hard,6,1,3769,5680,9449,0.0027182,0.0199743,0.0226925,0.0037820833333333335,628.1666666666666,946.6666666666666,1574.8333333333333,3.7820833333333335
customer_support_hard_18,customer_support,hard,6,1,3736,2564,6300,0.0026933,0.0090293,0.011722600000000001,0.0019537666666666668,622.6666666666666,427.3333333333333,1050.0,1.9537666666666667
customer_support_hard_19,customer_support,hard,6,1,3760,6577,10337,0.0027105,0.0228808,0.0255913,0.004265216666666667,626.6666666666666,1096.1666666666667,1722.8333333333333,4.265216666666666
customer_support_hard_20,customer_support,hard,6,1,3802,4854,8656,0.0027406,0.017366,0.0201066,0.0033510999999999997,633.6666666666666,809.0,1442.6666666666667,3.3510999999999997
customer_support_medium_01,customer_support,medium,6,1,3686,3421,7107,0.0026583,0.011925100000000001,0.0145834,0.0024305666666666666,614.3333333333334,570.1666666666666,1184.5,2.4305666666666665
customer_support_medium_02,customer_support,medium,6,1,3688,2776,6464,0.0026589,0.0117891,0.014447999999999999,0.002408,614.6666666666666,462.6666666666667,1077.3333333333333,2.408
customer_support_medium_03,customer_support,medium,6,1,3701,3369,7070,0.0026703,0.0140307,0.016701,0.0027835,616.8333333333334,561.5,1178.3333333333333,2.7835
customer_support_medium_04,customer_support,medium,6,1,3695,4071,7766,0.002666,0.014166399999999999,0.0168324,0.0028054,615.8333333333334,678.5,1294.3333333333333,2.8054
customer_support_medium_05,customer_support,medium,6,1,3686,3270,6956,0.0026583,0.0116951,0.0143534,0.0023922333333333333,614.3333333333334,545.0,1159.3333333333333,2.3922333333333334
customer_support_medium_06,customer_support,medium,6,1,3692,3263,6955,0.0026626,0.0125133,0.015175899999999999,0.0025293166666666665,615.3333333333334,543.8333333333334,1159.1666666666667,2.5293166666666664
customer_support_medium_07,customer_support,medium,6,1,3668,2869,6537,0.0026454,0.010808,0.0134534,0.0022422333333333333,611.3333333333334,478.1666666666667,1089.5,2.2422333333333335
customer_support_medium_08,customer_support,medium,6,1,3664,3012,6676,0.0026417000000000003,0.0098185,0.012460200000000001,0.0020767000000000003,610.6666666666666,502.0,1112.6666666666667,2.0767
customer_support_medium_09,customer_support,medium,6,1,3682,2118,5800,0.0026546,0.0082437,0.0108983,0.0018163833333333333,613.6666666666666,353.0,966.6666666666666,1.8163833333333332
customer_support_medium_10,customer_support,medium,6,1,3701,6705,10406,0.0026703,0.022630200000000003,0.0253005,0.00421675,616.8333333333334,1117.5,1734.3333333333333,4.21675
customer_support_medium_11,customer_support,medium,6,1,3686,2587,6273,0.0026583,0.0089166,0.0115749,0.0019291500000000001,614.3333333333334,431.1666666666667,1045.5,1.9291500000000001
customer_support_medium_12,customer_support,medium,6,1,3707,4150,7857,0.0026746,0.013956499999999998,0.0166311,0.0027718499999999997,617.8333333333334,691.6666666666666,1309.5,2.7718499999999997
customer_support_medium_13,customer_support,medium,6,1,3692,2421,6113,0.0026626,0.008745,0.0114076,0.0019012666666666667,615.3333333333334,403.5,1018.8333333333334,1.9012666666666667
customer_support_medium_14,customer_support,medium,6,1,3694,4254,7948,0.0026632,0.015611,0.0182742,0.0030457,615.6666666666666,709.0,1324.6666666666667,3.0457
customer_support_medium_15,customer_support,medium,6,1,3680,3738,7418,0.002654,0.012539699999999999,0.0151937,0.0025322833333333333,613.3333333333334,623.0,1236.3333333333333,2.5322833333333334
customer_support_medium_16,customer_support,medium,6,1,3670,6958,10628,0.002646,0.025465699999999997,0.028111699999999996,0.0046852833333333324,611.6666666666666,1159.6666666666667,1771.3333333333333,4.685283333333333
customer_support_medium_17,customer_support,medium,6,1,3667,2109,5776,0.0026426,0.0089553,0.011597899999999998,0.001932983333333333,611.1666666666666,351.5,962.6666666666666,1.932983333333333
customer_support_medium_18,customer_support,medium,6,1,3710,6871,10581,0.0026755,0.0238658,0.0265413,0.00442355,618.3333333333334,1145.1666666666667,1763.5,4.42355
customer_support_medium_19,customer_support,medium,6,1,3704,2802,6506,0.0026712000000000003,0.009849,0.0125202,0.0020867,617.3333333333334,467.0,1084.3333333333333,2.0867
customer_support_medium_20,customer_support,medium,6,1,3664,4996,8660,0.0026417000000000003,0.0175329,0.0201746,0.0033624333333333333,610.6666666666666,832.6666666666666,1443.3333333333333,3.362433333333333
document_understanding_easy_01,document_understanding,easy,6,1,2350,996,3346,0.001665,0.0036571999999999998,0.0053222,0.0008870333333333333,391.6666666666667,166.0,557.6666666666666,0.8870333333333333
document_understanding_easy_02,document_understanding,easy,6,1,2339,1777,4116,0.0016592,0.0063227000000000005,0.0079819,0.0013303166666666668,389.8333333333333,296.1666666666667,686.0,1.3303166666666668
document_understanding_easy_03,document_understanding,easy,6,1,2327,1573,3900,0.0016506,0.0048151,0.0064657000000000004,0.0010776166666666667,387.8333333333333,262.1666666666667,650.0,1.0776166666666667
document_understanding_easy_04,document_understanding,easy,6,1,2330,937,3267,0.0016515,0.0030463,0.0046978,0.0007829666666666667,388.3333333333333,156.16666666666666,544.5,0.7829666666666667
document_understanding_easy_05,document_understanding,easy,6,1,2330,709,3039,0.0016515,0.0023048,0.0039563,0.0006593833333333334,388.3333333333333,118.16666666666667,506.5,0.6593833333333334
document_understanding_easy_06,document_understanding,easy,6,1,2356,1152,3508,0.0016692999999999999,0.004084000000000001,0.0057533,0.0009588833333333334,392.6666666666667,192.0,584.6666666666666,0.9588833333333334
document_understanding_easy_07,document_understanding,easy,6,1,2336,1015,3351,0.0016558,0.0033596,0.0050154,0.0008359,389.3333333333333,169.16666666666666,558.5,0.8359
document_understanding_easy_08,document_understanding,easy,6,1,2356,1177,3533,0.0016692999999999999,0.0036932,0.005362499999999999,0.0008937499999999999,392.6666666666667,196.16666666666666,588.8333333333334,0.8937499999999999
document_understanding_easy_09,document_understanding,easy,6,1,2342,1097,3439,0.0016601,0.0035776000000000002,0.0052377000000000005,0.00087295,390.3333333333333,182.83333333333334,573.1666666666666,0.87295
document_understanding_easy_10,document_understanding,easy,6,1,2332,1039,3371,0.0016521,0.0037527000000000003,0.0054048,0.0009008000000000001,388.6666666666667,173.16666666666666,561.8333333333334,0.9008000000000002
document_understanding_easy_11,document_understanding,easy,6,1,2326,1052,3378,0.0016478,0.0034986,0.005146400000000001,0.0008577333333333334,387.6666666666667,175.33333333333334,563.0,0.8577333333333335
document_understanding_easy_12,document_understanding,easy,6,1,2336,1587,3923,0.0016558,0.0055762,0.007232,0.0012053333333333332,389.3333333333333,264.5,653.8333333333334,1.2053333333333331
document_understanding_easy_13,document_understanding,easy,6,1,2326,833,3159,0.0016478,0.0028494999999999996,0.0044973,0.00074955,387.6666666666667,138.83333333333334,526.5,0.7495499999999999
document_understanding_easy_14,document_understanding,easy,6,1,2332,1995,4327,0.0016521,0.006329,0.0079811,0.0013301833333333333,388.6666666666667,332.5,721.1666666666666,1.3301833333333333
document_understanding_easy_15,document_understanding,easy,6,1,2329,1121,3450,0.0016512,0.0043238999999999994,0.0059751000000000005,0.0009958500000000002,388.1666666666667,186.83333333333334,575.0,0.9958500000000001
document_understanding_easy_16,document_understanding,easy,6,1,2344,1413,3757,0.0016607,0.0037724,0.0054331,0.0009055166666666666,390.6666666666667,235.5,626.1666666666666,0.9055166666666666
document_understanding_easy_17,document_understanding,easy,6,1,2348,1469,3817,0.0016644000000000001,0.0043981,0.0060625,0.0010104166666666666,391.3333333333333,244.83333333333334,636.1666666666666,1.0104166666666665
document_understanding_easy_18,document_understanding,easy,6,1,2350,1062,3412,0.001665,0.003502,0.005167,0.0008611666666666667,391.6666666666667,177.0,568.6666666666666,0.8611666666666666
document_understanding_easy_19,document_understanding,easy,6,1,2342,1316,3658,0.0016601,0.0037936000000000003,0.0054537000000000006,0.0009089500000000001,390.3333333333333,219.33333333333334,609.6666666666666,0.90895
document_understanding_easy_20,document_understanding,easy,6,1,2354,1219,3573,0.0016687,0.0041144,0.005783099999999999,0.0009638499999999999,392.3333333333333,203.16666666666666,595.5,0.9638499999999999
document_understanding_hard_01,document_understanding,hard,6,1,2411,4614,7025,0.0017108,0.0139721,0.0156829,0.0026138166666666665,401.8333333333333,769.0,1170.8333333333333,2.6138166666666667
document_understanding_hard_02,document_understanding,hard,6,1,2404,2418,4822,0.0017037000000000003,0.0084554,0.0101591,0.0016931833333333334,400.6666666666667,403.0,803.6666666666666,1.6931833333333335
document_understanding_hard_03,document_understanding,hard,6,1,2375,3512,5887,0.001685,0.013132099999999997,0.014817099999999998,0.0024695166666666665,395.8333333333333,585.3333333333334,981.1666666666666,2.4695166666666664
document_understanding_hard_04,document_understanding,hard,6,1,2458,4529,6987,0.0017424,0.014072699999999999,0.0158151,0.00263585,409.6666666666667,754.8333333333334,1164.5,2.63585
document_understanding_hard_05,document_understanding,hard,6,1,2396,5715,8111,0.0016987999999999999,0.019519099999999998,0.021217899999999998,0.003536316666666666,399.3333333333333,952.5,1351.8333333333333,3.536316666666666
document_understanding_hard_06,document_understanding,hard,6,1,2392,4493,6885,0.0016951000000000002,0.015217300000000001,0.0169124,0.0028187333333333335,398.6666666666667,748.8333333333334,1147.5,2.8187333333333333
document_understanding_hard_07,document_understanding,hard,6,1,2416,6415,8831,0.0017123000000000002,0.020496,0.0222083,0.0037013833333333335,402.6666666666667,1069.1666666666667,1471.8333333333333,3.7013833333333337
document_understanding_hard_08,document_understanding,hard,6,1,2389,5175,7564,0.0016942000000000003,0.0156603,0.017354500000000002,0.002892416666666667,398.1666666666667,862.5,1260.6666666666667,2.8924166666666666
document_understanding_hard_09,document_understanding,hard,6,1,2452,2256,4708,0.0017381,0.0069566,0.0086947,0.0014491166666666666,408.6666666666667,376.0,784.6666666666666,1.4491166666666666
document_understanding_hard_10,document_understanding,hard,6,1,2372,10209,12581,0.0016816,0.0340741,0.0357557,0.005959283333333333,395.3333333333333,1701.5,2096.8333333333335,5.9592833333333335
document_understanding_hard_11,document_understanding,hard,6,1,2434,1939,4373,0.0017251999999999999,0.0060882,0.0078134,0.0013022333333333332,405.6666666666667,323.1666666666667,728.8333333333334,1.3022333333333331
document_understanding_hard_12,document_understanding,hard,6,1,2426,3611,6037,0.0017203,0.0110568,0.0127771,0.0021295166666666665,404.3333333333333,601.8333333333334,1006.1666666666666,2.1295166666666665
document_understanding_hard_13,document_understanding,hard,6,1,2422,4454,6876,0.0017166,0.014717200000000001,0.0164338,0.0027389666666666665,403.6666666666667,742.3333333333334,1146.0,2.7389666666666663
document_understanding_hard_14,document_understanding,hard,6,1,2467,5122,7589,0.0017501,0.0162825,0.0180326,0.0030054333333333332,411.1666666666667,853.6666666666666,1264.8333333333333,3.0054333333333334
document_understanding_hard_15,document_understanding,hard,6,1,2398,4887,7285,0.0016993999999999998,0.016589,0.0182884,0.0030480666666666666,399.6666666666667,814.5,1214.1666666666667,3.0480666666666667
document_understanding_hard_16,document_understanding,hard,6,1,2417,2799,5216,0.0017151,0.0096752,0.011390299999999999,0.0018983833333333332,402.8333333333333,466.5,869.3333333333334,1.898383333333333
document_understanding_hard_17,document_understanding,hard,6,1,2416,3130,5546,0.0017123000000000002,0.0102022,0.011914500000000001,0.00198575,402.6666666666667,521.6666666666666,924.3333333333334,1.9857500000000001
document_understanding_hard_18,document_understanding,hard,6,1,2420,2058,4478,0.001716,0.0063511,0.0080671,0.0013445166666666668,403.3333333333333,343.0,746.3333333333334,1.3445166666666668
document_understanding_hard_19,document_understanding,hard,6,1,2398,8116,10514,0.0016993999999999998,0.0291794,0.030878800000000005,0.005146466666666668,399.6666666666667,1352.6666666666667,1752.3333333333333,5.146466666666668
document_understanding_hard_20,document_understanding,hard,6,1,2419,7464,9883,0.0017157,0.026537,0.028252700000000002,0.004708783333333333,403.1666666666667,1244.0,1647.1666666666667,4.708783333333334
document_understanding_medium_01,document_understanding,medium,6,1,2365,6147,8512,0.0016769999999999999,0.0231473,0.0248243,0.004137383333333334,394.1666666666667,1024.5,1418.6666666666667,4.137383333333334
document_understanding_medium_02,document_understanding,medium,6,1,2402,1187,3589,0.0017031,0.0036658999999999997,0.005369,0.0008948333333333333,400.3333333333333,197.83333333333334,598.1666666666666,0.8948333333333333
document_understanding_medium_03,document_understanding,medium,6,1,2338,1020,3358,0.0016564000000000001,0.0033132,0.004969599999999999,0.0008282666666666666,389.6666666666667,170.0,559.6666666666666,0.8282666666666666
document_understanding_medium_04,document_understanding,medium,6,1,2362,2579,4941,0.0016736000000000001,0.0109781,0.0126517,0.0021086166666666665,393.6666666666667,429.8333333333333,823.5,2.1086166666666664
document_understanding_medium_05,document_understanding,medium,6,1,2347,2624,4971,0.0016641,0.0103721,0.0120362,0.0020060333333333335,391.1666666666667,437.3333333333333,828.5,2.0060333333333333
document_understanding_medium_06,document_understanding,medium,6,1,2354,1951,4305,0.0016687,0.0072785,0.0089472,0.0014912,392.3333333333333,325.1666666666667,717.5,1.4912
document_understanding_medium_07,document_understanding,medium,6,1,2347,3302,5649,0.0016641,0.0117041,0.0133682,0.0022280333333333335,391.1666666666667,550.3333333333334,941.5,2.2280333333333333
document_understanding_medium_08,document_understanding,medium,6,1,2374,7286,9660,0.0016822,0.023681700000000003,0.0253639,0.004227316666666667,395.6666666666667,1214.3333333333333,1610.0,4.227316666666667
document_understanding_medium_09,document_understanding,medium,6,1,2344,1076,3420,0.0016607,0.0039683,0.0056289999999999995,0.0009381666666666666,390.6666666666667,179.33333333333334,570.0,0.9381666666666666
document_understanding_medium_10,document_understanding,medium,6,1,2360,5587,7947,0.001673,0.0208196,0.022492599999999998,0.0037487666666666665,393.3333333333333,931.1666666666666,1324.5,3.7487666666666666
document_understanding_medium_11,document_understanding,medium,6,1,2369,1497,3866,0.0016807,0.0046703,0.006351,0.0010585,394.8333333333333,249.5,644.3333333333334,1.0585
document_understanding_medium_12,document_understanding,medium,6,1,2353,2742,5095,0.0016684,0.0084641,0.0101325,0.00168875,392.1666666666667,457.0,849.1666666666666,1.68875
document_understanding_medium_13,document_understanding,medium,6,1,2362,1143,3505,0.0016736000000000001,0.0031463999999999997,0.00482,0.0008033333333333333,393.6666666666667,190.5,584.1666666666666,0.8033333333333333
document_understanding_medium_14,document_understanding,medium,6,1,2348,4286,6634,0.0016644000000000001,0.0141077,0.0157721,0.0026286833333333333,391.3333333333333,714.3333333333334,1105.6666666666667,2.6286833333333335
document_understanding_medium_15,document_understanding,medium,6,1,2369,2977,5346,0.0016807,0.0115534,0.0132341,0.0022056833333333335,394.8333333333333,496.1666666666667,891.0,2.2056833333333334
document_understanding_medium_16,document_understanding,medium,6,1,2386,3490,5876,0.0016908,0.012359,0.0140498,0.0023416333333333332,397.6666666666667,581.6666666666666,979.3333333333334,2.3416333333333332
document_understanding_medium_17,document_understanding,medium,6,1,2372,1483,3855,0.0016816,0.004805,0.0064866,0.0010811,395.3333333333333,247.16666666666666,642.5,1.0811
document_understanding_medium_18,document_understanding,medium,6,1,2342,1341,3683,0.0016626,0.0036322999999999998,0.0052949,0.0008824833333333334,390.3333333333333,223.5,613.8333333333334,0.8824833333333334
document_understanding_medium_19,document_understanding,medium,6,1,2380,2085,4465,0.0016865,0.0083929,0.0100794,0.0016799,396.6666666666667,347.5,744.1666666666666,1.6799
document_understanding_medium_20,document_understanding,medium,6,1,2354,1971,4325,0.0016687,0.006811,0.0084797,0.0014132833333333334,392.3333333333333,328.5,720.8333333333334,1.4132833333333334
website_generation_easy_01,website_generation,easy,6,1,737,20348,21085,0.0004711,0.06019390000000001,0.060665000000000004,0.010110833333333335,122.83333333333333,3391.3333333333335,3514.1666666666665,10.110833333333334
website_generation_easy_02,website_generation,easy,6,1,655,15569,16224,0.00041150000000000003,0.0491923,0.0496038,0.0082673,109.16666666666667,2594.8333333333335,2704.0,8.2673
website_generation_easy_03,website_generation,easy,6,1,655,10352,11007,0.00041150000000000003,0.0344065,0.034818,0.005803,109.16666666666667,1725.3333333333333,1834.5,5.803
website_generation_easy_04,website_generation,easy,6,1,673,14120,14793,0.0004244,0.043995,0.044419400000000005,0.007403233333333334,112.16666666666667,2353.3333333333335,2465.5,7.403233333333334
website_generation_easy_05,website_generation,easy,6,1,653,21006,21659,0.0004109,0.0593433,0.0597542,0.009959033333333334,108.83333333333333,3501.0,3609.8333333333335,9.959033333333334
website_generation_easy_06,website_generation,easy,6,1,653,11580,12233,0.0004109,0.0333801,0.033791,0.005631833333333333,108.83333333333333,1930.0,2038.8333333333333,5.631833333333334
website_generation_easy_07,website_generation,easy,6,1,647,17151,17798,0.0004066,0.055801899999999995,0.056208499999999995,0.009368083333333332,107.83333333333333,2858.5,2966.3333333333335,9.368083333333333
website_generation_easy_08,website_generation,easy,6,1,647,17484,18131,0.0004066,0.0613162,0.061722799999999994,0.010287133333333332,107.83333333333333,2914.0,3021.8333333333335,10.287133333333331
website_generation_easy_09,website_generation,easy,6,1,667,12284,12951,0.00042009999999999997,0.041332100000000004,0.0417522,0.006958700000000001,111.16666666666667,2047.3333333333333,2158.5,6.958700000000001
website_generation_easy_10,website_generation,easy,6,1,661,14854,15515,0.00041579999999999997,0.0414693,0.0418851,0.00698085,110.16666666666667,2475.6666666666665,2585.8333333333335,6.98085
website_generation_easy_11,website_generation,easy,6,1,683,15875,16558,0.0004324,0.0513709,0.0518033,0.008633883333333333,113.83333333333333,2645.8333333333335,2759.6666666666665,8.633883333333333
website_generation_easy_12,website_generation,easy,6,1,653,12627,13280,0.0004109,0.0443965,0.0448074,0.0074678999999999995,108.83333333333333,2104.5,2213.3333333333335,7.467899999999999
website_generation_easy_13,website_generation,easy,6,1,653,13914,14567,0.0004109,0.04421610000000001,0.044627,0.007437833333333334,108.83333333333333,2319.0,2427.8333333333335,7.437833333333334
website_generation_easy_14,website_generation,easy,6,1,653,14176,14829,0.0004109,0.0373432,0.0377541,0.0062923499999999995,108.83333333333333,2362.6666666666665,2471.5,6.29235
website_generation_easy_15,website_generation,easy,6,1,667,18897,19564,0.00042009999999999997,0.0610729,0.061493,0.010248833333333334,111.16666666666667,3149.5,3260.6666666666665,10.248833333333334
website_generation_easy_16,website_generation,easy,6,1,665,11013,11678,0.00041949999999999995,0.0264094,0.0268289,0.004471483333333333,110.83333333333333,1835.5,1946.3333333333333,4.4714833333333335
website_generation_easy_17,website_generation,easy,6,1,638,9440,10078,0.00040139999999999994,0.025036700000000002,0.0254381,0.004239683333333333,106.33333333333333,1573.3333333333333,1679.6666666666667,4.239683333333334
website_generation_easy_18,website_generation,easy,6,1,695,12634,13329,0.000441,0.0386673,0.039108300000000006,0.006518050000000001,115.83333333333333,2105.6666666666665,2221.5,6.518050000000001
website_generation_easy_19,website_generation,easy,6,1,701,10794,11495,0.0004453,0.0361282,0.036573499999999995,0.006095583333333332,116.83333333333333,1799.0,1915.8333333333333,6.095583333333332
website_generation_easy_20,website_generation,easy,6,1,683,15590,16273,0.0004324,0.0511541,0.051586499999999993,0.00859775,113.83333333333333,2598.3333333333335,2712.1666666666665,8.59775
website_generation_hard_01,website_generation,hard,6,1,751,25924,26675,0.0004803,0.07684179999999999,0.07732209999999999,0.012887016666666666,125.16666666666667,4320.666666666667,4445.833333333333,12.887016666666666
website_generation_hard_02,website_generation,hard,6,1,697,24977,25674,0.0004416,0.0640206,0.0644622,0.0107437,116.16666666666667,4162.833333333333,4279.0,10.7437
website_generation_hard_03,website_generation,hard,6,1,743,25988,26731,0.0004754,0.0781685,0.0786439,0.013107316666666667,123.83333333333333,4331.333333333333,4455.166666666667,13.107316666666668
website_generation_hard_04,website_generation,hard,6,1,719,28118,28837,0.0004582,0.0883997,0.0888579,0.01480965,119.83333333333333,4686.333333333333,4806.166666666667,14.809650000000001
website_generation_hard_05,website_generation,hard,6,1,683,19901,20584,0.0004324,0.0513437,0.0517761,0.00862935,113.83333333333333,3316.8333333333335,3430.6666666666665,8.629349999999999
website_generation_hard_06,website_generation,hard,6,1,719,27187,27906,0.0004582,0.08865529999999999,0.0891135,0.01485225,119.83333333333333,4531.166666666667,4651.0,14.85225
website_generation_hard_07,website_generation,hard,6,1,737,19809,20546,0.0004736,0.0513484,0.051822,0.008637,122.83333333333333,3301.5,3424.3333333333335,8.637
website_generation_hard_08,website_generation,hard,6,1,706,24032,24738,0.0004493,0.06666150000000001,0.06711080000000001,0.011185133333333335,117.66666666666667,4005.3333333333335,4123.0,11.185133333333335
website_generation_hard_09,website_generation,hard,6,1,721,21599,22320,0.0004588,0.0712986,0.0717574,0.011959566666666666,120.16666666666667,3599.8333333333335,3720.0,11.959566666666666
website_generation_hard_10,website_generation,hard,6,1,731,26892,27623,0.00046679999999999996,0.0698184,0.0702852,0.011714200000000001,121.83333333333333,4482.0,4603.833333333333,11.714200000000002
website_generation_hard_11,website_generation,hard,6,1,713,27050,27763,0.00045390000000000003,0.0681622,0.0686161,0.011436016666666667,118.83333333333333,4508.333333333333,4627.166666666667,11.436016666666667
